300	-14098.171943474
304.4	-12107.9588694803
308.8	-10117.7457954867
313.2	-8127.53272149307
317.6	-6137.31964749921
322	-4147.10657350581
326.4	-2156.89349951218
330.8	-166.680425518321
335.2	1823.53264847508
339.6	3813.74572246871
344	5803.95879646257
348.4	7794.17187045596
352.8	9784.38494444959
357.2	11774.5980184432
361.6	13764.8110924369
366	15755.0241664305
370.4	17745.2372404241
374.8	19735.450314418
379.2	21725.6633884114
383.6	23715.8764624052
388	25706.0895363989
392.4	27696.3026103927
396.8	29686.5156843861
401.2	31676.7287583797
405.6	33666.9418323736
410	35657.154906367
414.4	37647.3679803606
418.8	39637.5810543545
423.2	41627.7941283479
427.6	43618.0072023417
432	45608.2202763354
436.4	47598.433350329
440.8	49588.6464243226
445.2	51578.8594983163
449.6	53569.0725723099
454	55559.2856463035
458.4	57549.4987202971
462.8	59539.7117942908
467.2	61529.9248682844
471.6	63520.137942278
476	65510.3510162717
480.4	67500.5640902653
484.8	69490.7771642589
489.2	71480.9902382526
493.6	73471.2033122462
498	75461.4163862398
502.4	77451.6294602337
506.8	79441.8425342271
511.2	81432.0556082209
515.6	83422.2686822145
520	85412.4817562079
524.4	87402.6948302016
528.8	89392.9079041952
533.2	91383.1209781891
537.6	93373.3340521827
542	95363.5471261763
546.4	97353.76020017
550.8	99343.9732741636
555.2	101334.186348157
559.6	103324.399422151
564	105314.612496144
568.4	107304.825570138
572.8	109295.038644132
577.2	111285.251718126
581.6	113275.464792119
586	115265.677866113
590.4	117255.890940106
594.8	119246.1040141
599.2	121236.317088094
603.6	123226.530162087
608	125216.743236081
612.4	127206.956310075
616.8	129197.169384068
621.2	131187.382458062
625.6	133177.595532055
630	135167.808606049
634.4	137158.021680043
638.8	139148.234754036
643.2	141138.44782803
647.6	143128.660902024
652	145118.873976018
656.4	147109.087050011
660.8	149099.300124005
665.2	151089.513197998
669.6	153079.726271992
674	155069.939345985
678.4	157060.152419979
682.8	159050.365493973
687.2	161040.578567967
691.6	163030.79164196
696	165021.004715954
700.4	167011.217789948
704.8	169001.430863941
709.2	170991.643937935
713.6	172981.857011928
718	174972.070085922
722.4	176962.283159916
726.8	178952.496233909
731.2	180942.709307903
735.6	182932.922381897
740	184923.13545589
744.4	186913.348529884
748.8	188903.561603878
753.2	190893.774677871
757.6	192883.987751865
762	194874.200825858
766.4	196864.413899852
770.8	198854.626973846
775.2	200844.840047839
779.6	202835.053121833
784	204825.266195827
788.4	206815.47926982
792.8	208805.692343814
797.2	210795.905417807
801.6	212786.118491801
806	214776.331565795
810.4	216766.544639788
814.8	218756.757713782
819.2	220746.970787776
823.6	222737.183861769
828	224727.396935763
832.4	226717.610009757
836.8	228707.82308375
841.2	230698.036157744
845.6	232688.249231738
850	234678.462305731
854.4	236668.675379725
858.8	238658.888453719
863.2	240649.101527712
867.6	242639.314601706
872	244629.5276757
876.4	246619.740749693
880.8	248609.953823687
885.2	250600.16689768
889.6	252590.379971674
894	254580.593045668
898.4	256570.806119661
902.8	258561.019193655
907.2	260551.232267649
911.6	262541.445341642
916	264531.658415636
920.4	266521.87148963
924.8	268512.084563623
929.2	270502.297637617
933.6	272492.51071161
938	274482.723785604
942.4	276472.936859598
946.8	278463.149933591
951.2	280453.363007585
955.6	282443.576081579
960	284433.789155572
964.4	286424.002229566
968.8	288414.215303559
973.2	290404.428377554
977.6	292394.641451547
982	294384.85452554
986.4	296375.067599534
990.8	298365.280673528
995.2	300355.493747521
999.6	302345.706821515
1004	304335.919895509
1008.4	306326.132969503
1012.8	308316.346043496
1017.2	310306.55911749
1021.6	312296.772191483
1026	314286.985265477
1030.4	316277.198339471
1034.8	318267.411413464
1039.2	320257.624487458
1043.6	322247.837561452
1048	324238.050635445
1052.4	326228.263709439
1056.8	328218.476783432
1061.2	330208.689857426
1065.6	332198.90293142
1070	334189.116005413
1074.4	336179.329079407
1078.8	338169.542153401
1083.2	340159.755227394
1087.6	342149.968301388
1092	344140.181375382
1096.4	346130.394449375
1100.8	348120.607523369
1105.2	350110.820597363
1109.6	352101.033671356
1114	354091.24674535
1118.4	356081.459819343
1122.8	358071.672893337
1127.2	360061.885967331
1131.6	362052.099041325
1136	364042.312115318
1140.4	366032.525189312
1144.8	368022.738263305
1149.2	370012.951337299
1153.6	372003.164411293
1158	373993.377485286
1162.4	375983.59055928
1166.8	377973.803633274
1171.2	379964.016707267
1175.6	381954.229781261
1180	383944.442855255
1184.4	385934.655929248
1188.8	387924.869003242
1193.2	389915.082077235
1197.6	391905.295151229
1202	393895.508225223
1206.4	395885.721299216
1210.8	397875.93437321
1215.2	399866.147447204
1219.6	401856.360521197
1224	403846.573595191
1228.4	405836.786669184
1232.8	407826.999743179
1237.2	409817.212817172
1241.6	411807.425891165
1246	413797.63896516
1250.4	415787.852039153
1254.8	417778.065113149
1259.2	419768.278187149
1263.6	421758.491261168
1268	423748.704335256
1272.4	425738.917409598
1276.8	427729.130484888
1281.2	429719.343563697
1285.6	431709.556655583
1290	433699.769796056
1294.4	435689.983117058
1298.8	437680.197108812
1303.2	439670.413592771
1307.6	441660.639336573
1312	443650.899485547
1316.4	445641.287467633
1320.8	447632.150414625
1325.2	449624.778074881
1329.6	451623.962147136
1334	453647.500875602
1338.4	455761.44914903
1342.8	458210.204282892
1347.2	461887.755443323
1351.6	469929.410240493
1356	491768.427869355
1360.4	543594.652554115
1364.8	616309.00359285
1369.2	666284.074455696
1373.6	686977.978375383
1378	694625.37055019
1382.4	698189.259144463
1386.8	700606.845619893
1391.2	702712.362680979
1395.6	704733.629137574
